Courchevel|FR|45.415|6.635|0.02
Deauville|FR|49.359|0.075|0.02
Grenoble|FR|45.188|5.724|0.04
La Rochelle|FR|46.160|-1.151|0.03
Le Touquet|FR|50.523|1.585|0.02
Lille|FR|50.629|3.058|0.05
Lyon|FR|45.764|4.836|0.06
Marseille|FR|43.296|5.370|0.06
Megeve|FR|45.857|6.617|0.02
Nantes|FR|47.218|-1.554|0.05
Nice|FR|43.710|7.262|0.05
Paris|FR|48.857|2.352|0.09
Perpignan|FR|42.699|2.895|0.03
Porto-Vecchio|FR|41.591|9.280|0.03
Reims|FR|49.258|4.032|0.04
Rennes|FR|48.117|-1.678|0.05
Saint-Malo|FR|48.649|-2.026|0.03
Saint-Tropez|FR|43.267|6.639|0.02
Strasbourg|FR|48.583|7.745|0.05
Toulouse|FR|43.605|1.444|0.05
Tours (Loire Valley)|FR|47.394|0.689|0.05
Val d'Isere|FR|45.448|6.980|0.02
Bath|GB|51.381|-2.360|0.03
Belfast|GB|54.597|-5.930|0.05
Birmingham|GB|52.487|-1.891|0.05
Bristol|GB|51.454|-2.588|0.05
Cambridge|GB|52.205|0.121|0.03
Edinburgh|GB|55.953|-3.189|0.05
Glasgow|GB|55.861|-4.251|0.05
Leeds|GB|53.801|-1.549|0.05
Liverpool|GB|53.408|-2.992|0.05
London|GB|51.507|-0.128|0.10
Manchester|GB|53.480|-2.242|0.05
Oxford|GB|51.752|-1.258|0.03
York|GB|53.958|-1.080|0.03
Athens|GR|37.984|23.728|0.06
Chania Crete|GR|35.516|24.018|0.03
Corfu Town|GR|39.625|19.922|0.03
Elounda Crete|GR|35.257|25.727|0.02
Halkidiki|GR|40.150|23.500|0.08
Heraklion Crete|GR|35.339|25.132|0.04
Ioannina|GR|39.665|20.853|0.03
Ios|GR|36.723|25.282|0.02
Kalamata|GR|37.039|22.113|0.03
Kos Town|GR|36.894|27.288|0.03
Milos|GR|36.744|24.427|0.02
Mykonos|GR|37.445|25.328|0.03
Nafplio|GR|37.567|22.803|0.02
Naxos|GR|37.103|25.376|0.02
Paros|GR|37.084|25.152|0.02
Pylos (Costa Navarino)|GR|36.914|21.696|0.04
Rhodes Town|GR|36.451|28.227|0.03
Santorini (Thira)|GR|36.417|25.432|0.03
Skiathos|GR|39.164|23.492|0.02
Thessaloniki|GR|40.640|22.944|0.06
Zakynthos Town|GR|37.787|20.897|0.03
Dubrovnik|HR|42.640|18.108|0.04
Hvar Town|HR|43.172|16.442|0.02
Makarska|HR|43.297|17.017|0.03
Opatija|HR|45.338|14.305|0.02
Pula|HR|44.869|13.848|0.04
Rovinj|HR|45.081|13.638|0.03
Sibenik|HR|43.735|15.895|0.03
Split|HR|43.508|16.440|0.05
Zadar|HR|44.117|15.232|0.04
Budapest|HU|47.498|19.040|0.06
Cork|IE|51.898|-8.475|0.04
Dublin|IE|53.350|-6.260|0.06
Galway|IE|53.271|-9.056|0.03
Kilkenny|IE|52.653|-7.244|0.03
Killarney|IE|52.059|-9.508|0.03
Limerick|IE|52.668|-8.630|0.03
Akureyri|IS|65.684|-18.126|0.03
Reykjavik|IS|64.146|-21.943|0.05
Alberobello|IT|40.784|17.237|0.02
Amalfi|IT|40.634|14.603|0.02
Assisi|IT|43.071|12.619|0.02
Bari|IT|41.125|16.867|0.05
Bergamo|IT|45.695|9.670|0.04
Bologna|IT|44.494|11.343|0.05
Cagliari Sardinia|IT|39.223|9.122|0.05
Capri|IT|40.550|14.243|0.03
Catania|IT|37.502|15.087|0.05
Cefalu|IT|38.038|14.023|0.02
Como|IT|45.810|9.086|0.04
Cortina d'Ampezzo|IT|46.540|12.136|0.03
Courmayeur|IT|45.793|6.968|0.03
Florence|IT|43.769|11.256|0.05
Garda|IT|45.578|10.640|0.06
Genoa|IT|44.407|8.934|0.05
Grosseto (Maremma)|IT|42.760|11.114|0.05
Ischia|IT|40.734|13.947|0.03
Lecce|IT|40.353|18.172|0.04
Lucca|IT|43.844|10.503|0.03
Matera|IT|40.667|16.606|0.03
Milan|IT|45.464|9.190|0.07
Naples|IT|40.852|14.268|0.06
Padua|IT|45.407|11.877|0.04
Palermo|IT|38.116|13.361|0.05
Parma|IT|44.801|10.328|0.04
Perugia|IT|43.112|12.389|0.03
Pisa|IT|43.716|10.400|0.03
Portofino|IT|44.303|9.210|0.02
Positano|IT|40.628|14.485|0.03
Ravenna|IT|44.417|12.199|0.04
Rimini|IT|44.059|12.568|0.05
Rome|IT|41.903|12.496|0.08
Siena|IT|43.319|11.331|0.03
Sorrento|IT|40.627|14.376|0.03
Taormina|IT|37.852|15.286|0.03
Trieste|IT|45.649|13.777|0.04
Turin|IT|45.070|7.687|0.06
Venice|IT|45.440|12.316|0.05
Verona|IT|45.438|10.993|0.05
Luxembourg City|LU|49.611|6.132|0.03
Monaco|MC|43.738|7.425|0.02
Budva|ME|42.286|18.840|0.03
Herceg Novi|ME|42.452|18.535|0.02
Kotor|ME|42.424|18.771|0.03
Gozo Malta|MT|36.044|14.246|0.04
Sliema Malta|MT|35.912|14.502|0.02
Valletta Malta|MT|35.898|14.514|0.04
Amsterdam|NL|52.370|4.895|0.06
Maastricht|NL|50.851|5.691|0.03
Rotterdam|NL|51.924|4.478|0.05
The Hague|NL|52.079|4.309|0.05
Utrecht|NL|52.091|5.121|0.04
Bergen|NO|60.393|5.324|0.04
Oslo|NO|59.913|10.752|0.06
Stavanger|NO|58.970|5.733|0.04
Trondheim|NO|63.430|10.395|0.04
Gdansk|PL|54.352|18.646|0.04
Krakow|PL|50.062|19.938|0.05
Lodz|PL|51.759|19.457|0.04
Poznan|PL|52.406|16.925|0.04
Szczecin|PL|53.428|14.553|0.04
Warsaw|PL|52.230|21.011|0.06
Wroclaw|PL|51.108|17.038|0.05
Albufeira|PT|37.089|-8.250|0.03
Aveiro|PT|40.641|-8.653|0.03
Braga|PT|41.545|-8.427|0.04
Cascais|PT|38.697|-9.422|0.03
Coimbra|PT|40.203|-8.410|0.04
Evora|PT|38.571|-7.909|0.03
Funchal Madeira|PT|32.650|-16.909|0.04
Guimaraes|PT|41.444|-8.296|0.03
Lagos|PT|37.102|-8.673|0.03
Lisbon|PT|38.722|-9.139|0.07
Nazare|PT|39.601|-9.071|0.02
Peso da Regua (Douro)|PT|41.163|-7.789|0.04
Ponta Delgada Azores|PT|37.741|-25.668|0.03
Portimao|PT|37.137|-8.538|0.03
Porto|PT|41.149|-8.611|0.06
Setubal|PT|38.524|-8.891|0.03
Sintra|PT|38.797|-9.390|0.03
Brasov|RO|45.643|25.588|0.03
Bucharest|RO|44.427|26.104|0.06
Cluj-Napoca|RO|46.771|23.623|0.04
Constanta|RO|44.176|28.652|0.04
Sibiu|RO|45.797|24.152|0.03
Sinaia|RO|45.351|25.550|0.02
Timisoara|RO|45.759|21.229|0.04
Gothenburg|SE|57.709|11.974|0.05
Malmo|SE|55.605|13.000|0.05
Stockholm|SE|59.329|18.069|0.06
Bled|SI|46.369|14.114|0.02
Ljubljana|SI|46.056|14.505|0.05
Piran|SI|45.528|13.568|0.02
Bratislava|SK|48.148|17.107|0.05
Kosice|SK|48.716|21.261|0.04
Alanya|TR|36.544|31.998|0.03
Ankara|TR|39.925|32.837|0.05
Antalya|TR|36.884|30.704|0.05
Bodrum|TR|37.034|27.430|0.03
Cappadocia (Goreme)|TR|38.643|34.828|0.04
Fethiye|TR|36.622|29.116|0.03
Istanbul|TR|41.010|28.960|0.09
Izmir|TR|38.423|27.142|0.05
Kusadasi|TR|37.858|27.260|0.03
Marmaris|TR|36.855|28.274|0.03
Trabzon|TR|41.003|39.727|0.04
